time_h,voltage_v,current_a,temperature_c
0.0,27.574072473219218,46.54849074355798,63.76782068809902
0.8340283569641368,27.95028251702635,44.36895634013357,64.17574211459475
1.6680567139282736,27.504465919234985,47.83258485699801,64.61506250758376
2.5020850708924103,27.34259238759907,48.4154686792847,64.41117569876978
3.336113427856547,27.875467755501845,43.45102017457744,64.19565401664987
4.170141784820684,27.646634714947293,44.85906097764399,64.21602216846382
5.004170141784821,27.50219158824716,47.67278416894675,64.22972994343463
5.838198498748958,27.503195660264005,47.11262657556518,64.18521688001424
6.672226855713094,27.25872411548217,47.89023524020527,65.63829338539202
7.506255212677231,27.54710565628193,46.62295265594864,64.77584579513615
8.340283569641368,27.13354428541268,49.9785610652871,65.07125652734646
9.174311926605505,27.335657162882804,50.0320602801652,64.48221823696802
10.00834028356964,27.16066753038814,48.986376039254,64.64854684585922
10.842368640533778,26.92911653727866,51.13105595587016,64.44088553915952
11.676396997497916,27.249999839387,50.176974060881165,63.598303922511576
12.510425354462052,27.52725182776308,48.02102055034629,64.20088385474452
13.344453711426189,27.051493487839146,50.46256261974854,64.03544966108001
14.178482068390323,27.30284730065713,48.30258186783494,63.86688727125383
15.012510425354462,27.01340523107695,51.83815662680341,64.37025940569609
15.8465387823186,26.935041108423608,50.393992727461736,65.53309826062842
16.680567139282736,26.96449045396542,50.376480199053766,64.94538271532262
17.514595496246873,27.192691022093378,49.70731474792047,65.57445424990475
18.34862385321101,26.92032808998581,53.35562334053608,65.2067723360227
19.182652210175146,27.0072904024284,51.09718611743351,65.40191661281129
20.01668056713928,27.07047293926677,50.8227929414025,64.67209911395905
20.85070892410342,27.13131970320677,51.17646501344608,65.34081829714282
21.684737281067555,27.005447739189623,52.982988493240825,65.46029671307862
22.51876563803169,26.76075713398339,52.89508831247513,64.9000136685957
23.35279399499583,26.782517276265292,53.19052223876168,65.43821984965349
24.186822351959968,26.91660655332752,53.431181145848434,65.46792240549964
25.020850708924105,26.209915389616576,56.716482603963016,64.99233739272267
25.85487906588824,26.955077820907093,52.333426557734896,64.76067281147508
26.688907422852377,26.76626104714443,52.34396653564727,64.75912523569382
27.522935779816518,26.91507823798595,51.99974654044752,65.35675419386168
28.35696413678065,26.554592476717925,54.76927036178906,65.49060170365671
29.190992493744787,26.34433277403845,55.885996109172176,65.01220558279735
30.025020850708923,26.590609297878125,53.83938135946908,65.40597249006312
