time_h,voltage_v,current_a,temperature_c
0.0,27.574072473219218,46.54849074355798,63.76782068809902
0.8340283569641368,27.953451824782814,44.36895634013357,64.17574211459475
1.6680567139282736,27.510804534747912,47.83258485699801,64.61506250758376
2.5020850708924103,27.35210031086846,48.4154686792847,64.41117569876978
3.336113427856547,27.8881449865277,43.45102017457744,64.19565401664987
4.170141784820684,27.662481253729613,44.85906097764399,64.21602216846382
5.004170141784821,27.521207434785943,47.67278416894675,64.22972994343463
5.838198498748958,27.525380814559252,47.11262657556518,64.18521688001424
6.672226855713094,27.28407857753388,47.89023524020527,65.63829338539202
7.506255212677231,27.575629426090103,46.62295265594864,64.77584579513615
8.340283569641368,27.165237362977315,49.9785610652871,65.07125652734646
9.174311926605505,27.370519548203905,50.0320602801652,64.48221823696802
10.00834028356964,27.198699223465702,48.986376039254,64.64854684585922
10.842368640533778,26.97031753811269,51.13105595587016,64.44088553915952
11.676396997497916,27.294370147977492,50.176974060881165,63.598303922511576
12.510425354462052,27.574791444110037,48.02102055034629,64.20088385474452
13.344453711426189,27.102202411942564,50.46256261974854,64.03544966108001
14.178482068390323,27.356725532517014,48.30258186783494,63.86688727125383
15.012510425354462,27.070452770693294,51.83815662680341,64.37025940569609
15.8465387823186,26.99525795579642,50.393992727461736,65.53309826062842
16.680567139282736,27.027876609094697,50.376480199053766,64.94538271532262
17.514595496246873,27.259246484979116,49.70731474792047,65.57445424990475
18.34862385321101,26.990052860628012,53.35562334053608,65.2067723360227
19.182652210175146,27.080184480827064,51.09718611743351,65.40191661281129
20.01668056713928,27.146536325421902,50.8227929414025,64.67209911395905
20.85070892410342,27.210552397118363,51.17646501344608,65.34081829714282
21.684737281067555,27.08784974085768,52.982988493240825,65.46029671307862
22.51876563803169,26.84632844340791,52.89508831247513,64.9000136685957
23.35279399499583,26.871257893446277,53.19052223876168,65.43821984965349
24.186822351959968,27.008516478264966,53.431181145848434,65.46792240549964
25.020850708924105,26.30499462231049,56.716482603963016,64.99233739272267
25.85487906588824,27.053326361357467,52.333426557734896,64.76067281147508
26.688907422852377,26.86767889535127,52.34396653564727,64.75912523569382
27.522935779816518,27.01966539394925,51.99974654044752,65.35675419386168
28.35696413678065,26.662348940437692,54.76927036178906,65.49060170365671
29.190992493744787,26.455258545514678,55.885996109172176,65.01220558279735
30.025020850708923,26.70470437711082,53.83938135946908,65.40597249006312
30.85904920767306,26.95532042537124,52.72008266081242,65.67568714587357
31.6930775646372,26.99541899608881,52.93334786676951,65.72183480674876
32.52710592160133,26.562502378580064,55.77063944413017,66.1664632787688
33.36113427856547,26.53668971274571,56.11663436957646,66.06698921707677
34.195162635529606,26.586675654390707,55.93264348769709,65.06575736119174
35.029190992493746,26.70925577874878,53.93016126239419,66.2977006993023
35.863219349457886,26.63190223184231,55.71594657128845,65.32465132635879
36.69724770642202,26.656354707042613,55.67487423705416,66.05704055386444
37.53127606338616,26.76762566061819,56.022011692298754,65.64044975218049
38.36530442035029,26.333861594887146,57.35716912977188,65.44714526456785
39.19933277731443,26.438580518802546,56.34793206523069,64.84165215367237
40.03336113427856,26.443381560998994,57.320950993593904,65.60015934141823
40.867389491242704,26.55294099983181,56.37052645386773,64.99763077839543
41.70141784820684,26.384194595015753,56.91575612426448,66.15636786939534
42.53544620517098,26.30761692602915,57.67454631236934,66.42510791159135
43.36947456213511,26.812244955054723,54.05461346960624,65.40514523007305
44.20350291909925,26.43549186818357,56.23768449789959,65.92057988409034
45.03753127606339,26.482122112917462,56.09830637622928,65.47893663925015
45.87155963302752,26.549140817855285,55.92312191630264,65.54294437927264
46.70558798999166,26.54711845979537,56.70216729204847,66.1944127537273
47.5396163469558,25.99063626816953,60.00879271341123,65.84840155596758
